CHROM-BIN_START-BIN_END,PI EU,CHROM-BIN_START-BIN_END,PI EA,CHROM-BIN_START-BIN_END,PI ch,CHROM-BIN_START-BIN_END,PI pk,CHROM-BIN_START-BIN_END,PI sylv,CHROM-BIN_START-BIN_END,PI tril
A01-10950001-11050000,5.09E-05,A01-10925001-11025000,2.03E-05,A01-11050001-11150000,4.65E-05,A01-11075001-11175000,4.17E-05,A01-14150001-14250000,5.05E-06,A01-12450001-12550000,3.28E-06
A01-10975001-11075000,4.21E-05,A01-10950001-11050000,3.95E-05,A01-11075001-11175000,3.46E-05,A01-11100001-11200000,2.71E-05,A01-14175001-14275000,8.02E-06,A01-12475001-12575000,3.28E-06
A01-11000001-11100000,6.05E-05,A01-10975001-11075000,5.20E-05,A01-11100001-11200000,1.72E-05,A01-11125001-11225000,2.15E-05,A01-14200001-14300000,4.40E-06,A01-12500001-12600000,1.27E-05
A01-11025001-11125000,7.94E-05,A01-11000001-11100000,7.02E-05,A01-11125001-11225000,6.29E-06,A01-11150001-11250000,1.25E-05,A01-14225001-14325000,4.40E-06,A01-12525001-12625000,1.52E-05
A01-11050001-11150000,7.11E-05,A01-11025001-11125000,7.05E-05,A01-11150001-11250000,1.18E-06,A01-11300001-11400000,3.11E-05,A01-14250001-14350000,2.97E-06,A01-12550001-12650000,1.52E-05
A01-11075001-11175000,6.12E-05,A01-11050001-11150000,5.53E-05,A01-11300001-11400000,3.65E-05,A01-11325001-11425000,3.11E-05,A01-14275001-14375000,4.51E-06,A01-12575001-12675000,1.88E-05
A01-11100001-11200000,4.28E-05,A01-11075001-11175000,4.37E-05,A01-11325001-11425000,3.73E-05,A01-11350001-11450000,3.11E-05,A01-14300001-14400000,2.56E-05,A01-12600001-12700000,9.36E-06
A01-11125001-11225000,1.64E-05,A01-11100001-11200000,2.55E-05,A01-11350001-11450000,3.73E-05,A01-11375001-11475000,3.61E-05,A01-14325001-14425000,2.70E-05,A01-12625001-12725000,3.59E-06
A01-11150001-11250000,1.14E-05,A01-11125001-11225000,1.54E-05,A01-11375001-11475000,4.28E-05,A01-11400001-11500000,4.95E-06,A01-14350001-14450000,2.70E-05,A01-12650001-12750000,3.59E-06
A01-11200001-11300000,2.14E-06,A01-11150001-11250000,8.12E-06,A01-11400001-11500000,6.29E-06,A01-11425001-11525000,6.71E-06,A01-14375001-14475000,2.40E-05,A01-12750001-12850000,5.00E-07
A01-11225001-11325000,2.14E-06,A01-11300001-11400000,3.75E-05,A01-11425001-11525000,1.49E-05,A01-11450001-11550000,6.71E-06,A01-14400001-14500000,2.86E-06,A01-12775001-12875000,5.00E-07
A01-11250001-11350000,2.14E-06,A01-11325001-11425000,3.78E-05,A01-11450001-11550000,1.49E-05,A01-11475001-11575000,1.76E-06,A01-14425001-14525000,2.64E-06,A01-12800001-12900000,5.00E-07
A01-11275001-11375000,2.14E-06,A01-11350001-11450000,3.78E-05,A01-11475001-11575000,9.46E-06,A01-11500001-11600000,1.76E-06,A01-14450001-14550000,2.64E-06,A01-12825001-12925000,5.00E-07
A01-11300001-11400000,3.94E-05,A01-11375001-11475000,4.31E-05,A01-11500001-11600000,9.46E-06,A01-11575001-11675000,1.19E-05,A01-14475001-14575000,7.80E-06,A01-12975001-13075000,2.24E-06
A01-11325001-11425000,4.71E-05,A01-11400001-11500000,5.67E-06,A01-11575001-11675000,1.57E-05,A01-11600001-11700000,1.19E-05,A01-14500001-14600000,7.80E-06,A01-13000001-13100000,2.24E-06
A01-11350001-11450000,4.71E-05,A01-11425001-11525000,1.18E-05,A01-11600001-11700000,1.57E-05,A01-11625001-11725000,1.19E-05,A01-14525001-14625000,6.59E-06,A01-13025001-13125000,3.74E-06
A01-11375001-11475000,5.47E-05,A01-11450001-11550000,1.18E-05,A01-11625001-11725000,1.65E-05,A01-11650001-11750000,1.65E-05,A01-14550001-14650000,6.59E-06,A01-13050001-13150000,3.74E-06
A01-11400001-11500000,1.53E-05,A01-11475001-11575000,6.55E-06,A01-11650001-11750000,2.42E-05,A01-11675001-11775000,4.51E-06,A01-14800001-14900000,5.27E-06,A01-13075001-13175000,3.47E-06
A01-11425001-11525000,1.47E-05,A01-11500001-11600000,6.55E-06,A01-11675001-11775000,8.49E-06,A01-11700001-11800000,4.51E-06,A01-14825001-14925000,5.27E-06,A01-13100001-13200000,3.47E-06
A01-11450001-11550000,1.47E-05,A01-11575001-11675000,1.38E-05,A01-11700001-11800000,8.49E-06,A01-11725001-11825000,4.51E-06,A01-14850001-14950000,5.27E-06,A01-13125001-13225000,1.97E-06
A01-11475001-11575000,7.12E-06,A01-11600001-11700000,1.38E-05,A01-11725001-11825000,7.71E-06,A01-11750001-11850000,1.51E-05,A01-14875001-14975000,1.85E-05,A01-13150001-13250000,1.97E-06
A01-11500001-11600000,7.12E-06,A01-11625001-11725000,1.42E-05,A01-11750001-11850000,1.36E-05,A01-11775001-11875000,1.51E-05,A01-14900001-15000000,1.32E-05,A01-13225001-13325000,1.78E-05
A01-11575001-11675000,7.87E-06,A01-11650001-11750000,2.09E-05,A01-11775001-11875000,1.36E-05,A01-11800001-11900000,2.11E-05,A01-14925001-15025000,1.68E-05,A01-13250001-13350000,1.78E-05
A01-11600001-11700000,7.87E-06,A01-11675001-11775000,7.07E-06,A01-11800001-11900000,2.61E-05,A01-11825001-11925000,2.75E-05,A01-14950001-15050000,1.68E-05,A01-13275001-13375000,1.78E-05
A01-11625001-11725000,1.23E-05,A01-11700001-11800000,7.07E-06,A01-11825001-11925000,3.06E-05,A01-11850001-11950000,1.23E-05,A01-14975001-15075000,3.63E-06,A01-13300001-13400000,1.78E-05
A01-11650001-11750000,1.44E-05,A01-11725001-11825000,6.70E-06,A01-11850001-11950000,1.70E-05,A01-11875001-11975000,2.12E-05,A01-15000001-15100000,3.63E-06,A01-13375001-13475000,3.72E-07
A01-11675001-11775000,6.52E-06,A01-11750001-11850000,1.71E-05,A01-11875001-11975000,2.24E-05,A01-11900001-12000000,1.52E-05,A01-15075001-15175000,4.62E-06,A01-13400001-13500000,6.64E-06
A01-11700001-11800000,6.52E-06,A01-11775001-11875000,1.71E-05,A01-11900001-12000000,9.87E-06,A01-11925001-12025000,8.87E-06,A01-15100001-15200000,4.62E-06,A01-13425001-13525000,6.64E-06
A01-11725001-11825000,2.08E-06,A01-11800001-11900000,2.82E-05,A01-11925001-12025000,5.36E-06,A01-11950001-12050000,8.87E-06,A01-15125001-15225000,4.62E-06,A01-13450001-13550000,6.64E-06
A01-11750001-11850000,1.43E-05,A01-11825001-11925000,3.50E-05,A01-11950001-12050000,5.36E-06,A01-12050001-12150000,7.16E-06,A01-15150001-15250000,4.62E-06,A01-13475001-13575000,6.27E-06
A01-11775001-11875000,1.43E-05,A01-11850001-11950000,1.79E-05,A01-12050001-12150000,1.84E-06,A01-12075001-12175000,7.16E-06,A01-15525001-15625000,3.85E-06,A01-13850001-13950000,6.19E-06
A01-11800001-11900000,2.04E-05,A01-11875001-11975000,2.64E-05,A01-12075001-12175000,1.84E-06,A01-12100001-12200000,7.16E-06,A01-15550001-15650000,3.85E-06,A01-13875001-13975000,6.19E-06
A01-11825001-11925000,2.49E-05,A01-11900001-12000000,1.53E-05,A01-12100001-12200000,1.84E-06,A01-12125001-12225000,1.18E-05,A01-15575001-15675000,3.85E-06,A01-13900001-14000000,6.19E-06
A01-11850001-11950000,1.06E-05,A01-11925001-12025000,8.56E-06,A01-12125001-12225000,1.05E-05,A01-12150001-12250000,8.83E-06,A01-15600001-15700000,3.85E-06,A01-13925001-14025000,6.19E-06
A01-11875001-11975000,2.39E-05,A01-11950001-12050000,8.56E-06,A01-12150001-12250000,1.49E-05,A01-12175001-12275000,8.83E-06,A01-15650001-15750000,2.20E-06,A01-14000001-14100000,8.58E-06
A01-11900001-12000000,1.78E-05,A01-12050001-12150000,5.14E-06,A01-12175001-12275000,1.49E-05,A01-12200001-12300000,8.83E-06,A01-15675001-15775000,2.20E-06,A01-14025001-14125000,8.58E-06
A01-11925001-12025000,1.33E-05,A01-12075001-12175000,5.14E-06,A01-12200001-12300000,1.49E-05,A01-12225001-12325000,4.16E-06,A01-15700001-15800000,3.63E-06,A01-14050001-14150000,8.58E-06
A01-11950001-12050000,1.33E-05,A01-12100001-12200000,5.14E-06,A01-12225001-12325000,6.17E-06,A01-12325001-12425000,2.05E-05,A01-15725001-15825000,3.63E-06,A01-14075001-14175000,8.58E-06
A01-12050001-12150000,5.75E-06,A01-12125001-12225000,1.29E-05,A01-12325001-12425000,2.91E-05,A01-12350001-12450000,2.05E-05,A01-15750001-15850000,1.43E-06,A01-14100001-14200000,5.00E-07
A01-12075001-12175000,5.75E-06,A01-12150001-12250000,1.37E-05,A01-12350001-12450000,2.91E-05,A01-12375001-12475000,2.05E-05,A01-15775001-15875000,5.49E-06,A01-14125001-14225000,5.00E-07
A01-12100001-12200000,5.75E-06,A01-12175001-12275000,1.37E-05,A01-12375001-12475000,2.91E-05,A01-12400001-12500000,2.05E-05,A01-15800001-15900000,4.07E-06,A01-14150001-14250000,2.74E-06
A01-12125001-12225000,1.82E-05,A01-12200001-12300000,1.37E-05,A01-12400001-12500000,2.91E-05,A01-12425001-12525000,2.23E-06,A01-15825001-15925000,1.33E-05,A01-14175001-14275000,3.22E-06
A01-12150001-12250000,1.64E-05,A01-12225001-12325000,5.89E-06,A01-12425001-12525000,4.18E-06,A01-12450001-12550000,2.23E-06,A01-15850001-15950000,1.33E-05,A01-14200001-14300000,2.72E-06
A01-12175001-12275000,1.64E-05,A01-12325001-12425000,3.43E-05,A01-12450001-12550000,4.18E-06,A01-12475001-12575000,2.23E-06,A01-15875001-15975000,9.23E-06,A01-14225001-14325000,2.72E-06
A01-12200001-12300000,1.64E-05,A01-12350001-12450000,3.43E-05,A01-12475001-12575000,4.18E-06,A01-12500001-12600000,8.55E-06,A01-15900001-16000000,9.23E-06,A01-14250001-14350000,4.74E-07
A01-12225001-12325000,4.02E-06,A01-12375001-12475000,3.43E-05,A01-12500001-12600000,1.65E-05,A01-12525001-12625000,1.67E-05,A01-15925001-16025000,1.15E-05,A01-14275001-14375000,3.79E-06
A01-12325001-12425000,2.70E-05,A01-12400001-12500000,3.43E-05,A01-12525001-12625000,3.56E-05,A01-12550001-12650000,1.81E-05,A01-15950001-16050000,1.15E-05,A01-14300001-14400000,6.64E-06
A01-12350001-12450000,2.70E-05,A01-12425001-12525000,4.56E-06,A01-12550001-12650000,3.83E-05,A01-12575001-12675000,2.71E-05,A01-15975001-16075000,1.15E-05,A01-14325001-14425000,1.64E-05
A01-12375001-12475000,2.70E-05,A01-12450001-12550000,4.56E-06,A01-12575001-12675000,6.38E-05,A01-12600001-12700000,2.08E-05,A01-16000001-16100000,2.26E-05,A01-14350001-14450000,1.64E-05
A01-12400001-12500000,2.70E-05,A01-12475001-12575000,4.56E-06,A01-12600001-12700000,5.14E-05,A01-12625001-12725000,1.04E-05,A01-16025001-16125000,1.11E-05,A01-14375001-14475000,1.31E-05
A01-12425001-12525000,1.64E-06,A01-12500001-12600000,1.77E-05,A01-12625001-12725000,2.81E-05,A01-12650001-12750000,9.05E-06,A01-16050001-16150000,1.11E-05,A01-14400001-14500000,1.02E-05
A01-12450001-12550000,1.64E-06,A01-12525001-12625000,3.53E-05,A01-12650001-12750000,2.55E-05,A01-12750001-12850000,2.23E-06,A01-16075001-16175000,1.74E-05,A01-14425001-14525000,3.62E-06
A01-12475001-12575000,1.64E-06,A01-12550001-12650000,3.73E-05,A01-12750001-12850000,4.29E-06,A01-12775001-12875000,2.23E-06,A01-16100001-16200000,6.26E-06,A01-14450001-14550000,3.62E-06
A01-12500001-12600000,3.22E-05,A01-12575001-12675000,6.06E-05,A01-12775001-12875000,4.29E-06,A01-12800001-12900000,2.23E-06,A01-16125001-16225000,6.26E-06,A01-14475001-14575000,5.68E-06
A01-12525001-12625000,4.06E-05,A01-12600001-12700000,4.75E-05,A01-12800001-12900000,4.29E-06,A01-12825001-12925000,2.23E-06,A01-16150001-16250000,1.93E-05,A01-14500001-14600000,5.68E-06
A01-12550001-12650000,6.01E-05,A01-12625001-12725000,2.53E-05,A01-12825001-12925000,4.29E-06,A01-12975001-13075000,7.94E-06,A01-16175001-16275000,1.31E-05,A01-14525001-14625000,2.56E-06
A01-12575001-12675000,7.40E-05,A01-12650001-12750000,2.33E-05,A01-12975001-13075000,1.66E-05,A01-13000001-13100000,7.94E-06,A01-16200001-16300000,1.31E-05,A01-14550001-14650000,2.56E-06
A01-12600001-12700000,4.35E-05,A01-12750001-12850000,4.83E-06,A01-13000001-13100000,1.66E-05,A01-13025001-13125000,1.25E-05,A01-16225001-16325000,1.66E-05,A01-14725001-14825000,2.62E-06
A01-12625001-12725000,3.34E-05,A01-12775001-12875000,4.83E-06,A01-13025001-13125000,2.84E-05,A01-13050001-13150000,1.43E-05,A01-16250001-16350000,3.52E-06,A01-14750001-14850000,2.62E-06
A01-12650001-12750000,1.40E-05,A01-12800001-12900000,4.83E-06,A01-13050001-13150000,3.25E-05,A01-13075001-13175000,2.86E-05,A01-16275001-16375000,3.52E-06,A01-14775001-14875000,2.62E-06
A01-12750001-12850000,4.51E-06,A01-12825001-12925000,4.83E-06,A01-13075001-13175000,6.99E-05,A01-13100001-13200000,2.86E-05,A01-16300001-16400000,3.52E-06,A01-14800001-14900000,3.56E-06
A01-12775001-12875000,4.51E-06,A01-12975001-13075000,1.78E-05,A01-13100001-13200000,6.99E-05,A01-13125001-13225000,2.40E-05,A01-16500001-16600000,5.71E-06,A01-14825001-14925000,9.49E-07
A01-12800001-12900000,4.51E-06,A01-13000001-13100000,1.78E-05,A01-13125001-13225000,5.82E-05,A01-13150001-13250000,2.22E-05,A01-16525001-16625000,7.14E-06,A01-14850001-14950000,9.49E-07
A01-12825001-12925000,4.51E-06,A01-13025001-13125000,2.87E-05,A01-13150001-13250000,5.41E-05,A01-13225001-13325000,8.45E-06,A01-16550001-16650000,7.14E-06,A01-14875001-14975000,3.80E-05
A01-12975001-13075000,6.40E-06,A01-13050001-13150000,3.32E-05,A01-13225001-13325000,2.42E-05,A01-13250001-13350000,8.45E-06,A01-16575001-16675000,7.14E-06,A01-14900001-15000000,3.70E-05
A01-13000001-13100000,6.40E-06,A01-13075001-13175000,6.96E-05,A01-13250001-13350000,2.42E-05,A01-13275001-13375000,8.45E-06,A01-16600001-16700000,6.04E-06,A01-14925001-15025000,5.99E-05
A01-13025001-13125000,2.07E-05,A01-13100001-13200000,6.96E-05,A01-13275001-13375000,2.42E-05,A01-13300001-13400000,8.45E-06,A01-16625001-16725000,4.62E-06,A01-14950001-15050000,5.99E-05
A01-13050001-13150000,2.28E-05,A01-13125001-13225000,5.87E-05,A01-13300001-13400000,2.42E-05,A01-13375001-13475000,2.14E-06,A01-16650001-16750000,7.91E-06,A01-14975001-15075000,2.29E-05
A01-13075001-13175000,3.47E-05,A01-13150001-13250000,5.42E-05,A01-13375001-13475000,4.63E-06,A01-13400001-13500000,2.09E-05,A01-16675001-16775000,7.91E-06,A01-15000001-15100000,2.29E-05
A01-13100001-13200000,3.47E-05,A01-13225001-13325000,1.83E-05,A01-13400001-13500000,4.19E-05,A01-13425001-13525000,2.09E-05,A01-16700001-16800000,3.30E-06,A01-15050001-15150000,1.08E-05
A01-13125001-13225000,2.04E-05,A01-13250001-13350000,1.83E-05,A01-13425001-13525000,4.19E-05,A01-13450001-13550000,2.09E-05,A01-16725001-16825000,6.81E-06,A01-15075001-15175000,3.08E-05
A01-13150001-13250000,1.83E-05,A01-13275001-13375000,1.83E-05,A01-13450001-13550000,4.19E-05,A01-13475001-13575000,1.88E-05,A01-16750001-16850000,3.52E-06,A01-15100001-15200000,3.08E-05
A01-13225001-13325000,2.16E-05,A01-13300001-13400000,1.83E-05,A01-13475001-13575000,3.73E-05,A01-13850001-13950000,9.56E-06,A01-16775001-16875000,3.52E-06,A01-15125001-15225000,3.08E-05
A01-13250001-13350000,2.16E-05,A01-13375001-13475000,3.72E-06,A01-13850001-13950000,3.67E-07,A01-13875001-13975000,9.56E-06,A01-16800001-16900000,3.52E-06,A01-15150001-15250000,1.99E-05
A01-13275001-13375000,2.16E-05,A01-13400001-13500000,3.32E-05,A01-13875001-13975000,3.67E-07,A01-13900001-14000000,9.56E-06,A01-16825001-16925000,1.21E-06,A01-15525001-15625000,5.78E-06
A01-13300001-13400000,2.16E-05,A01-13425001-13525000,3.32E-05,A01-13900001-14000000,3.67E-07,A01-13925001-14025000,9.56E-06,A01-16850001-16950000,1.21E-06,A01-15550001-15650000,5.78E-06
A01-13375001-13475000,3.73E-06,A01-13450001-13550000,3.32E-05,A01-13925001-14025000,3.67E-07,A01-14000001-14100000,3.57E-07,A01-16875001-16975000,2.97E-06,A01-15575001-15675000,2.05E-05
A01-13400001-13500000,5.14E-05,A01-13475001-13575000,2.95E-05,A01-14000001-14100000,1.50E-06,A01-14025001-14125000,3.57E-07,A01-16900001-17000000,2.97E-06,A01-15600001-15700000,4.18E-05
A01-13425001-13525000,5.14E-05,A01-13850001-13950000,6.79E-06,A01-14025001-14125000,1.50E-06,A01-14050001-14150000,3.57E-07,A01-16925001-17025000,1.76E-06,A01-15625001-15725000,3.60E-05
A01-13450001-13550000,5.14E-05,A01-13875001-13975000,6.79E-06,A01-14050001-14150000,1.50E-06,A01-14075001-14175000,3.57E-07,A01-16950001-17050000,1.76E-06,A01-15650001-15750000,3.65E-05
A01-13475001-13575000,4.76E-05,A01-13900001-14000000,6.79E-06,A01-14075001-14175000,1.50E-06,A01-14100001-14200000,1.79E-06,A01-16975001-17075000,1.10E-07,A01-15675001-15775000,2.17E-05
A01-13600001-13700000,2.14E-06,A01-13925001-14025000,6.79E-06,A01-14100001-14200000,1.77E-05,A01-14125001-14225000,1.79E-06,A01-17000001-17100000,1.10E-07,A01-15700001-15800000,5.58E-06
A01-13625001-13725000,2.14E-06,A01-14000001-14100000,9.07E-07,A01-14125001-14225000,1.77E-05,A01-14150001-14250000,5.34E-06,A01-17025001-17125000,8.68E-06,A01-15725001-15825000,5.58E-06
A01-13650001-13750000,2.14E-06,A01-14025001-14125000,9.07E-07,A01-14150001-14250000,2.60E-05,A01-14175001-14275000,5.69E-06,A01-17050001-17150000,8.68E-06,A01-15750001-15850000,5.08E-06
A01-13675001-13775000,2.14E-06,A01-14050001-14150000,9.07E-07,A01-14175001-14275000,2.76E-05,A01-14200001-14300000,3.91E-06,A01-17075001-17175000,8.57E-06,A01-15775001-15875000,5.08E-06
A01-13850001-13950000,4.02E-06,A01-14075001-14175000,9.07E-07,A01-14200001-14300000,9.84E-06,A01-14225001-14325000,3.91E-06,A01-17100001-17200000,8.57E-06,A01-15825001-15925000,6.88E-06
A01-13875001-13975000,4.02E-06,A01-14100001-14200000,9.98E-06,A01-14225001-14325000,9.84E-06,A01-14250001-14350000,3.57E-07,A01-17300001-17400000,1.58E-05,A01-15850001-15950000,6.88E-06
A01-13900001-14000000,4.02E-06,A01-14125001-14225000,9.98E-06,A01-14250001-14350000,1.50E-06,A01-14275001-14375000,3.57E-07,A01-17325001-17425000,1.58E-05,A01-15875001-15975000,6.88E-06
A01-13925001-14025000,4.02E-06,A01-14150001-14250000,1.62E-05,A01-14275001-14375000,1.50E-06,A01-14300001-14400000,6.88E-06,A01-17350001-17450000,1.58E-05,A01-15900001-16000000,1.69E-05
A01-14000001-14100000,1.98E-05,A01-14175001-14275000,1.71E-05,A01-14300001-14400000,1.39E-05,A01-14325001-14425000,2.26E-05,A01-17375001-17475000,1.58E-05,A01-15925001-16025000,2.95E-05
A01-14025001-14125000,1.98E-05,A01-14200001-14300000,7.16E-06,A01-14325001-14425000,2.20E-05,A01-14350001-14450000,2.26E-05,A01-17425001-17525000,2.31E-06,A01-15950001-16050000,2.95E-05
A01-14050001-14150000,1.98E-05,A01-14225001-14325000,7.16E-06,A01-14350001-14450000,2.20E-05,A01-14375001-14475000,3.58E-05,A01-17450001-17550000,2.31E-06,A01-15975001-16075000,2.95E-05
A01-14075001-14175000,1.98E-05,A01-14250001-14350000,9.07E-07,A01-14375001-14475000,2.28E-05,A01-14400001-14500000,2.93E-05,A01-17475001-17575000,6.37E-06,A01-16000001-16100000,2.00E-05
A01-14100001-14200000,5.37E-05,A01-14275001-14375000,9.07E-07,A01-14400001-14500000,1.05E-05,A01-14425001-14525000,1.89E-05,A01-17500001-17600000,6.37E-06,A01-16025001-16125000,5.00E-07
A01-14125001-14225000,5.37E-05,A01-14300001-14400000,1.12E-05,A01-14425001-14525000,3.72E-06,A01-14450001-14550000,1.89E-05,A01-17525001-17625000,4.07E-06,A01-16050001-16150000,5.00E-07
A01-14150001-14250000,5.64E-05,A01-14325001-14425000,2.70E-05,A01-14450001-14550000,3.72E-06,A01-14475001-14575000,6.16E-06,A01-17550001-17650000,4.07E-06,A01-16075001-16175000,1.32E-05
A01-14175001-14275000,6.21E-05,A01-14350001-14450000,2.70E-05,A01-14475001-14575000,5.49E-06,A01-14500001-14600000,6.16E-06,A01-17900001-18000000,3.63E-06,A01-16100001-16200000,1.27E-05
A01-14200001-14300000,8.41E-06,A01-14375001-14475000,3.60E-05,A01-14500001-14600000,5.49E-06,A01-14525001-14625000,7.14E-07,A01-17925001-18025000,3.63E-06,A01-16125001-16225000,1.27E-05
A01-14225001-14325000,8.41E-06,A01-14400001-14500000,2.56E-05,A01-14525001-14625000,4.06E-06,A01-14550001-14650000,7.14E-07,A01-17950001-18050000,3.63E-06,A01-16150001-16250000,2.10E-05
A01-14250001-14350000,5.75E-06,A01-14425001-14525000,1.45E-05,A01-14550001-14650000,4.06E-06,A01-14725001-14825000,3.57E-07,A01-17975001-18075000,3.63E-06,A01-16175001-16275000,8.32E-06
A01-14275001-14375000,1.53E-05,A01-14450001-14550000,1.45E-05,A01-14725001-14825000,3.27E-06,A01-14750001-14850000,3.57E-07,A01-18000001-18100000,1.33E-05,A01-16200001-16300000,8.77E-06
A01-14300001-14400000,6.61E-05,A01-14475001-14575000,6.97E-06,A01-14750001-14850000,3.27E-06,A01-14775001-14875000,3.57E-07,A01-18025001-18125000,1.33E-05,A01-16225001-16325000,1.87E-05
A01-14325001-14425000,8.97E-05,A01-14500001-14600000,6.97E-06,A01-14775001-14875000,3.27E-06,A01-14800001-14900000,8.90E-06,A01-18050001-18150000,1.33E-05,A01-16250001-16350000,1.03E-05
A01-14350001-14450000,8.97E-05,A01-14525001-14625000,2.35E-06,A01-14800001-14900000,1.33E-05,A01-14825001-14925000,8.54E-06,A01-18075001-18175000,1.33E-05,A01-16275001-16375000,1.33E-05
A01-14375001-14475000,8.77E-05,A01-14550001-14650000,2.35E-06,A01-14825001-14925000,1.00E-05,A01-14850001-14950000,8.54E-06,A01-18100001-18200000,2.08E-05,A01-16300001-16400000,1.33E-05
A01-14400001-14500000,3.69E-05,A01-14725001-14825000,1.88E-06,A01-14850001-14950000,1.00E-05,A01-14875001-14975000,1.87E-05,A01-18125001-18225000,2.08E-05,A01-16325001-16425000,3.46E-06
A01-14425001-14525000,2.00E-05,A01-14750001-14850000,1.88E-06,A01-14875001-14975000,1.70E-05,A01-14900001-15000000,1.02E-05,A01-18150001-18250000,5.13E-05,A01-16350001-16450000,3.46E-06
A01-14450001-14550000,2.00E-05,A01-14775001-14875000,1.88E-06,A01-14900001-15000000,6.91E-06,A01-14925001-15025000,1.53E-05,A01-18175001-18275000,5.13E-05,A01-16375001-16475000,5.00E-07
A01-14475001-14575000,1.53E-05,A01-14800001-14900000,1.30E-05,A01-14925001-15025000,6.91E-06,A01-14950001-15050000,1.53E-05,A01-18200001-18300000,3.05E-05,A01-16500001-16600000,5.00E-07
A01-14500001-14600000,1.53E-05,A01-14825001-14925000,1.11E-05,A01-14950001-15050000,6.91E-06,A01-14975001-15075000,5.09E-06,A01-18225001-18325000,5.99E-05,A01-16525001-16625000,4.27E-06
A01-14525001-14625000,8.63E-06,A01-14850001-14950000,1.11E-05,A01-15225001-15325000,7.84E-07,A01-15000001-15100000,5.09E-06,A01-18250001-18350000,2.93E-05,A01-16550001-16650000,4.27E-06
A01-14550001-14650000,8.63E-06,A01-14875001-14975000,2.15E-05,A01-15250001-15350000,7.84E-07,A01-15525001-15625000,1.02E-05,A01-18275001-18375000,2.93E-05,A01-16575001-16675000,4.27E-06
A01-14625001-14725000,1.97E-06,A01-14900001-15000000,1.04E-05,A01-15275001-15375000,7.84E-07,A01-15550001-15650000,1.02E-05,A01-18300001-18400000,2.93E-05,A01-16600001-16700000,4.27E-06
A01-14650001-14750000,1.97E-06,A01-14925001-15025000,1.43E-05,A01-15300001-15400000,7.84E-07,A01-15575001-15675000,2.03E-05,A01-18400001-18500000,3.96E-06,A01-16625001-16725000,5.00E-07
A01-14675001-14775000,1.97E-06,A01-14950001-15050000,1.43E-05,A01-15525001-15625000,2.17E-05,A01-15600001-15700000,2.88E-05,A01-18425001-18525000,3.96E-06,A01-16650001-16750000,7.27E-06
A01-14700001-14800000,1.97E-06,A01-14975001-15075000,3.92E-06,A01-15550001-15650000,2.17E-05,A01-15625001-15725000,1.86E-05,A01-18450001-18550000,3.96E-06,A01-16675001-16775000,7.27E-06
A01-14725001-14825000,4.65E-06,A01-15000001-15100000,3.92E-06,A01-15575001-15675000,4.03E-05,A01-15650001-15750000,2.09E-05,A01-18475001-18575000,3.96E-06,A01-16700001-16800000,6.77E-06
A01-14750001-14850000,4.65E-06,A01-15225001-15325000,3.74E-07,A01-15600001-15700000,4.63E-05,A01-15675001-15775000,1.08E-05,A01-18525001-18625000,7.69E-07,A01-16725001-16825000,1.23E-05
A01-14775001-14875000,4.65E-06,A01-15250001-15350000,3.74E-07,A01-15625001-15725000,2.47E-05,A01-15700001-15800000,8.16E-06,A01-18550001-18650000,7.69E-07,A01-16750001-16850000,5.54E-06
